Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_1760816|B/Stockholm/4/2021|2021-03-15	EPI_ISL_1760816	EPI_ISL_1760816|B/Stockholm/4/2021|2021-03-15	2021-03-15	Europe / Sweden / Stockholms lan	Sweden	V1A.3/150K
EPI_ISL_192616|B/Indiana/25/2015|2015-04-27	EPI_ISL_192616	EPI_ISL_192616|B/Indiana/25/2015|2015-04-27	2015-04-27	North America / United States / Indiana	United States	V1A
EPI_ISL_194561|B/Brisbane/46/2015|2015-04-28	EPI_ISL_194561	EPI_ISL_194561|B/Brisbane/46/2015|2015-04-28	2015-04-28	Oceania / Australia / Queensland / Gold Coast	Australia	V1A
EPI_ISL_203272|B/Florida/78/2015|2015-11-09	EPI_ISL_203272	EPI_ISL_203272|B/Florida/78/2015|2015-11-09	2015-11-09	North America / United States / Florida	United States	V1A
EPI_ISL_208362|B/Nordrhein-Westfalen/1/2016|2016-01-04	EPI_ISL_208362	EPI_ISL_208362|B/Nordrhein-Westfalen/1/2016|2016-01-04	2016-01-04	Europe / Germany / Nordrhein-Westfalen	Germany	V1A
EPI_ISL_208680|B/Ireland/3154/2016|2016-01-14	EPI_ISL_208680	EPI_ISL_208680|B/Ireland/3154/2016|2016-01-14	2016-01-14	Europe / Ireland	Ireland	V1A
EPI_ISL_2107807|B/Rostov/340V/2021|2021-03-01	EPI_ISL_2107807	EPI_ISL_2107807|B/Rostov/340V/2021|2021-03-01	2021-03-01	Europe / Russian Federation / Rostov Oblast	Russia	V1A.3/150K
EPI_ISL_2107813|B/Yekaterinburg/3291V/2020|2020-12-25	EPI_ISL_2107813	EPI_ISL_2107813|B/Yekaterinburg/3291V/2020|2020-12-25	2020-12-25	Europe / Russian Federation / Sverdlovsk Oblast	Russia	V1A.3/150K
EPI_ISL_2107815|B/Yekaterinburg/3292V/2020|2020-12-22	EPI_ISL_2107815	EPI_ISL_2107815|B/Yekaterinburg/3292V/2020|2020-12-22	2020-12-22	Europe / Russian Federation / Sverdlovsk Oblast	Russia	V1A.3/150K
EPI_ISL_2107820|B/Tyumen/343V/2021|2021-03-24	EPI_ISL_2107820	EPI_ISL_2107820|B/Tyumen/343V/2021|2021-03-24	2021-03-24	Europe / Russian Federation / Tyumen Oblast	Russia	V1A.3/150K
EPI_ISL_213683|B/Singapore/TT1243/2015|2015-09-04	EPI_ISL_213683	EPI_ISL_213683|B/Singapore/TT1243/2015|2015-09-04	2015-09-04	Asia / Singapore	Singapore	V1A
EPI_ISL_222811|B/Brisbane/312/2015|2015-11-27	EPI_ISL_222811	EPI_ISL_222811|B/Brisbane/312/2015|2015-11-27	2015-11-27	Oceania / Australia / Queensland / Woorabinda	Australia	V1A
EPI_ISL_224613|B/Slovenia/1604/2016|2016-05-01	EPI_ISL_224613	EPI_ISL_224613|B/Slovenia/1604/2016|2016-05-01	2016-05-01	Europe / Slovenia	Slovenia	V1A
EPI_ISL_227610|B/Townsville/8/2016|2016-04-16	EPI_ISL_227610	EPI_ISL_227610|B/Townsville/8/2016|2016-04-16	2016-04-16	Oceania / Australia / Queensland / Cairns	Australia	V1A
EPI_ISL_232271|B/Wisconsin/44/2016|2016-06-03	EPI_ISL_232271	EPI_ISL_232271|B/Wisconsin/44/2016|2016-06-03	2016-06-03	North America / United States / Wisconsin	United States	V1A
EPI_ISL_232335|B/St_Petersburg/293/2016|2016-04-20	EPI_ISL_232335	EPI_ISL_232335|B/St_Petersburg/293/2016|2016-04-20	2016-04-20	Europe / Russian Federation	Russia	V1A
EPI_ISL_232505|B/Vologda/CRIE-323/2016|2016-06-09	EPI_ISL_232505	EPI_ISL_232505|B/Vologda/CRIE-323/2016|2016-06-09	2016-06-09	Europe / Russian Federation / Vologda Oblast	Russia	V1A
EPI_ISL_233691|B/Brazil/5247/2016|2016-07-11	EPI_ISL_233691	EPI_ISL_233691|B/Brazil/5247/2016|2016-07-11	2016-07-11	South America / Brazil	Brazil	V1A
EPI_ISL_243867|B/Maryland/15/2016|2016-12-27	EPI_ISL_243867	EPI_ISL_243867|B/Maryland/15/2016|2016-12-27	2016-12-27	North America / United States / Maryland	United States	V1A
EPI_ISL_2448012|B/Saudi_Arabia/1171783473/2020|2020-11-12	EPI_ISL_2448012	EPI_ISL_2448012|B/Saudi_Arabia/1171783473/2020|2020-11-12	2020-11-12	Asia / Saudi Arabia	Saudi Arabia	V1A.3/150K
EPI_ISL_2448013|B/Saudi_Arabia/1194203376/2021|2021-01-03	EPI_ISL_2448013	EPI_ISL_2448013|B/Saudi_Arabia/1194203376/2021|2021-01-03	2021-01-03	Asia / Saudi Arabia	Saudi Arabia	V1A.3/150K
EPI_ISL_2448014|B/Saudi_Arabia/1163435488/2020|2020-12-25	EPI_ISL_2448014	EPI_ISL_2448014|B/Saudi_Arabia/1163435488/2020|2020-12-25	2020-12-25	Asia / Saudi Arabia	Saudi Arabia	V1A.3/150K
EPI_ISL_2448015|B/Saudi_Arabia/1071894032/2020|2020-12-15	EPI_ISL_2448015	EPI_ISL_2448015|B/Saudi_Arabia/1071894032/2020|2020-12-15	2020-12-15	Asia / Saudi Arabia	Saudi Arabia	V1A.3/150K
EPI_ISL_2448016|B/Saudi_Arabia/2455317608/2020|2020-12-04	EPI_ISL_2448016	EPI_ISL_2448016|B/Saudi_Arabia/2455317608/2020|2020-12-04	2020-12-04	Asia / Saudi Arabia	Saudi Arabia	V1A.3/150K
EPI_ISL_2448017|B/Saudi_Arabia/1039371032/2020|2020-11-15	EPI_ISL_2448017	EPI_ISL_2448017|B/Saudi_Arabia/1039371032/2020|2020-11-15	2020-11-15	Asia / Saudi Arabia	Saudi Arabia	V1A.3/150K
EPI_ISL_247745|B/KANAGAWA/AC1623/2017|2017-01-17	EPI_ISL_247745	EPI_ISL_247745|B/KANAGAWA/AC1623/2017|2017-01-17	2017-01-17	Asia / Japan	Japan	V1A
EPI_ISL_2521312|B/Afghanistan/29/2020|2020-12-01	EPI_ISL_2521312	EPI_ISL_2521312|B/Afghanistan/29/2020|2020-12-01	2020-12-01	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521313|B/Afghanistan/444/2020|2020-12-13	EPI_ISL_2521313	EPI_ISL_2521313|B/Afghanistan/444/2020|2020-12-13	2020-12-13	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521314|B/Afghanistan/73/2020|2020-11-24	EPI_ISL_2521314	EPI_ISL_2521314|B/Afghanistan/73/2020|2020-11-24	2020-11-24	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521315|B/Afghanistan/114/2020|2020-12-29	EPI_ISL_2521315	EPI_ISL_2521315|B/Afghanistan/114/2020|2020-12-29	2020-12-29	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521316|B/Afghanistan/002/2021|2021-01-04	EPI_ISL_2521316	EPI_ISL_2521316|B/Afghanistan/002/2021|2021-01-04	2021-01-04	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521317|B/Afghanistan/25/2020|2020-12-01	EPI_ISL_2521317	EPI_ISL_2521317|B/Afghanistan/25/2020|2020-12-01	2020-12-01	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521318|B/Afghanistan/123/2020|2020-12-01	EPI_ISL_2521318	EPI_ISL_2521318|B/Afghanistan/123/2020|2020-12-01	2020-12-01	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521319|B/Afghanistan/76/2020|2020-12-01	EPI_ISL_2521319	EPI_ISL_2521319|B/Afghanistan/76/2020|2020-12-01	2020-12-01	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521320|B/Maryland/01/2021|2021-03-05	EPI_ISL_2521320	EPI_ISL_2521320|B/Maryland/01/2021|2021-03-05	2021-03-05	North America / United States / Maryland	United States	V1A.3/150K
EPI_ISL_2521321|B/Afghanistan/70/2020|2020-11-24	EPI_ISL_2521321	EPI_ISL_2521321|B/Afghanistan/70/2020|2020-11-24	2020-11-24	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521322|B/Afghanistan/74/2020|2020-12-01	EPI_ISL_2521322	EPI_ISL_2521322|B/Afghanistan/74/2020|2020-12-01	2020-12-01	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521323|B/Afghanistan/124/2020|2020-12-01	EPI_ISL_2521323	EPI_ISL_2521323|B/Afghanistan/124/2020|2020-12-01	2020-12-01	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_2521325|B/Afghanistan/691/2020|2020-12-14	EPI_ISL_2521325	EPI_ISL_2521325|B/Afghanistan/691/2020|2020-12-14	2020-12-14	Asia / Afghanistan	Afghanistan	V1A.3/150K
EPI_ISL_257968|B/Louisiana/10/2017|2017-03-06	EPI_ISL_257968	EPI_ISL_257968|B/Louisiana/10/2017|2017-03-06	2017-03-06	North America / United States / Louisiana	United States	V1A
EPI_ISL_2625868|B/Texas/03/2021|2021-05-17	EPI_ISL_2625868	EPI_ISL_2625868|B/Texas/03/2021|2021-05-17	2021-05-17	North America / United States / Texas	United States	V1A.3/133R
EPI_ISL_2625870|B/Texas/01/2021|2021-05-16	EPI_ISL_2625870	EPI_ISL_2625870|B/Texas/01/2021|2021-05-16	2021-05-16	North America / United States / Texas	United States	V1A.3/133R
EPI_ISL_2625872|B/Texas/02/2021|2021-05-16	EPI_ISL_2625872	EPI_ISL_2625872|B/Texas/02/2021|2021-05-16	2021-05-16	North America / United States / Texas	United States	V1A.3/133R
EPI_ISL_2625879|B/Ekaterinburg/RII-02/2021|2021-03-17	EPI_ISL_2625879	EPI_ISL_2625879|B/Ekaterinburg/RII-02/2021|2021-03-17	2021-03-17	Europe / Russian Federation	Russia	V1A.3/150K
EPI_ISL_2625880|B/Ekaterinburg/RII-01/2021|2021-03-11	EPI_ISL_2625880	EPI_ISL_2625880|B/Ekaterinburg/RII-01/2021|2021-03-11	2021-03-11	Europe / Russian Federation	Russia	V1A.3/150K
EPI_ISL_266993|B/Norway/2409/2017|2017-04-27	EPI_ISL_266993	EPI_ISL_266993|B/Norway/2409/2017|2017-04-27	2017-04-27	Europe / Norway	Norway	V1A
EPI_ISL_2671833|B/Ekaterinburg/RII-01V/2021|2021-03-11	EPI_ISL_2671833	EPI_ISL_2671833|B/Ekaterinburg/RII-01V/2021|2021-03-11	2021-03-11	Europe / Russian Federation / Sverdlovsk Oblast	Russia	V1A.3/150K
EPI_ISL_2672070|B/Ekaterinburg/RII-02V/2021|2021-03-17	EPI_ISL_2672070	EPI_ISL_2672070|B/Ekaterinburg/RII-02V/2021|2021-03-17	2021-03-17	Europe / Russian Federation / Sverdlovsk Oblast	Russia	V1A.3/150K
EPI_ISL_268468|B/Bangladesh/3004/2017|2017-04-11	EPI_ISL_268468	EPI_ISL_268468|B/Bangladesh/3004/2017|2017-04-11	2017-04-11	Asia / Bangladesh	Bangladesh	V1A
EPI_ISL_2695886|B/Neimenggu-Donghe/1330/2021|2021-04-05	EPI_ISL_2695886	EPI_ISL_2695886|B/Neimenggu-Donghe/1330/2021|2021-04-05	2021-04-05	Asia / China / Neimenggu	China	V1A.3/150K
EPI_ISL_2695887|B/Hunan-Wuling/11182/2021|2021-04-02	EPI_ISL_2695887	EPI_ISL_2695887|B/Hunan-Wuling/11182/2021|2021-04-02	2021-04-02	Asia / China / Hunan	China	V1A
EPI_ISL_2695888|B/Jiangxi-Anyuan/1215/2021|2021-03-17	EPI_ISL_2695888	EPI_ISL_2695888|B/Jiangxi-Anyuan/1215/2021|2021-03-17	2021-03-17	Asia / China / Jiangxi	China	V1A.3/150K
EPI_ISL_2695889|B/Hunan-Lusong/1232/2021|2021-03-15	EPI_ISL_2695889	EPI_ISL_2695889|B/Hunan-Lusong/1232/2021|2021-03-15	2021-03-15	Asia / China / Hunan	China	V1A.3/150K
EPI_ISL_2695891|B/Hunan-Tianyuan/1282/2021|2021-03-15	EPI_ISL_2695891	EPI_ISL_2695891|B/Hunan-Tianyuan/1282/2021|2021-03-15	2021-03-15	Asia / China / Hunan	China	V1A.3/150K
EPI_ISL_2695892|B/Guizhou-Kaili/1221/2021|2021-03-15	EPI_ISL_2695892	EPI_ISL_2695892|B/Guizhou-Kaili/1221/2021|2021-03-15	2021-03-15	Asia / China / Guizhou	China	V1A.3/150K
EPI_ISL_2695893|B/Hunan-Tianyuan/1288/2021|2021-03-15	EPI_ISL_2695893	EPI_ISL_2695893|B/Hunan-Tianyuan/1288/2021|2021-03-15	2021-03-15	Asia / China / Hunan	China	V1A.3/150K
EPI_ISL_2695894|B/Henan-Zhaoling/1204/2021|2021-03-15	EPI_ISL_2695894	EPI_ISL_2695894|B/Henan-Zhaoling/1204/2021|2021-03-15	2021-03-15	Asia / China / Henan	China	V1A.3/150K
EPI_ISL_2695895|B/Jiangxi-Xinzhou/1248/2021|2021-03-15	EPI_ISL_2695895	EPI_ISL_2695895|B/Jiangxi-Xinzhou/1248/2021|2021-03-15	2021-03-15	Asia / China / Jiangxi	China	V1A.3/150K
EPI_ISL_2695896|B/Zhejiang-Yongkang/1274/2021|2021-03-15	EPI_ISL_2695896	EPI_ISL_2695896|B/Zhejiang-Yongkang/1274/2021|2021-03-15	2021-03-15	Asia / China / Zhejiang	China	V1A
EPI_ISL_2695898|B/Hubei-Xianan/31/2021|2021-03-15	EPI_ISL_2695898	EPI_ISL_2695898|B/Hubei-Xianan/31/2021|2021-03-15	2021-03-15	Asia / China / Hubei	China	V1A.3/150K
EPI_ISL_2695900|B/Hubei-Liangzihu/32/2021|2021-03-15	EPI_ISL_2695900	EPI_ISL_2695900|B/Hubei-Liangzihu/32/2021|2021-03-15	2021-03-15	Asia / China / Hubei	China	V1A.3/150K
EPI_ISL_2695902|B/Hubei-Qiaokou/1178/2021|2021-03-15	EPI_ISL_2695902	EPI_ISL_2695902|B/Hubei-Qiaokou/1178/2021|2021-03-15	2021-03-15	Asia / China / Hubei	China	V1A.3/150K
EPI_ISL_2695904|B/Hunan-Jishou/1433/2021|2021-03-15	EPI_ISL_2695904	EPI_ISL_2695904|B/Hunan-Jishou/1433/2021|2021-03-15	2021-03-15	Asia / China / Hunan	China	V1A.3/133R
EPI_ISL_2695906|B/Gansu-Minxian/337/2021|2021-03-15	EPI_ISL_2695906	EPI_ISL_2695906|B/Gansu-Minxian/337/2021|2021-03-15	2021-03-15	Asia / China / Gansu	China	V1A.3/150K
EPI_ISL_2695907|B/Hunan-Yuhua/1404/2021|2021-03-15	EPI_ISL_2695907	EPI_ISL_2695907|B/Hunan-Yuhua/1404/2021|2021-03-15	2021-03-15	Asia / China / Hunan	China	V1A.3/150K
EPI_ISL_2695908|B/Guangdong-Doumen/52/2021|2021-03-15	EPI_ISL_2695908	EPI_ISL_2695908|B/Guangdong-Doumen/52/2021|2021-03-15	2021-03-15	Asia / China / Guangdong	China	V1A.3/150K
EPI_ISL_2695909|B/Yunnan-Linxiang/126/2021|2021-03-12	EPI_ISL_2695909	EPI_ISL_2695909|B/Yunnan-Linxiang/126/2021|2021-03-12	2021-03-12	Asia / China / Yunnan	China	V1A.3/133R
EPI_ISL_2695912|B/Ningxia-Shapotou/1200/2021|2021-03-10	EPI_ISL_2695912	EPI_ISL_2695912|B/Ningxia-Shapotou/1200/2021|2021-03-10	2021-03-10	Asia / China / Ningxia	China	V1A.3/150K
EPI_ISL_2695914|B/Zhejiang-Jiaojiang/1209/2021|2021-03-10	EPI_ISL_2695914	EPI_ISL_2695914|B/Zhejiang-Jiaojiang/1209/2021|2021-03-10	2021-03-10	Asia / China / Zhejiang	China	V1A.3/150K
EPI_ISL_2695915|B/Zhejiang-Wenling/2273/2021|2021-03-10	EPI_ISL_2695915	EPI_ISL_2695915|B/Zhejiang-Wenling/2273/2021|2021-03-10	2021-03-10	Asia / China / Zhejiang	China	V1A.3/133R
EPI_ISL_2695916|B/Guangdong-Zhenjiang/1193/2021|2021-03-10	EPI_ISL_2695916	EPI_ISL_2695916|B/Guangdong-Zhenjiang/1193/2021|2021-03-10	2021-03-10	Asia / China / Guangdong	China	V1A.3/150K
EPI_ISL_2695917|B/Gansu-Jingyuan/1190/2021|2021-03-10	EPI_ISL_2695917	EPI_ISL_2695917|B/Gansu-Jingyuan/1190/2021|2021-03-10	2021-03-10	Asia / China / Gansu	China	V1A.3/150K
EPI_ISL_2695918|B/Shanghai-Changning/1249/2021|2021-03-09	EPI_ISL_2695918	EPI_ISL_2695918|B/Shanghai-Changning/1249/2021|2021-03-09	2021-03-09	Asia / China / Shanghai	China	V1A.3/150K
EPI_ISL_2695919|B/Zhejiang-Yiwu/1226/2021|2021-03-08	EPI_ISL_2695919	EPI_ISL_2695919|B/Zhejiang-Yiwu/1226/2021|2021-03-08	2021-03-08	Asia / China / Zhejiang	China	V1A
EPI_ISL_2695920|B/Guizhou-Kaili/1212/2021|2021-03-08	EPI_ISL_2695920	EPI_ISL_2695920|B/Guizhou-Kaili/1212/2021|2021-03-08	2021-03-08	Asia / China / Guizhou	China	V1A.3/150K
EPI_ISL_2695921|B/Guangdong-Zhenjiang/1184/2021|2021-03-08	EPI_ISL_2695921	EPI_ISL_2695921|B/Guangdong-Zhenjiang/1184/2021|2021-03-08	2021-03-08	Asia / China / Guangdong	China	V1A.3/150K
EPI_ISL_2695922|B/Guangdong-Pengjiang/38/2021|2021-03-08	EPI_ISL_2695922	EPI_ISL_2695922|B/Guangdong-Pengjiang/38/2021|2021-03-08	2021-03-08	Asia / China / Guangdong	China	V1A.3/150K
EPI_ISL_2695923|B/Jiangxi-Zhushan/1203/2021|2021-03-08	EPI_ISL_2695923	EPI_ISL_2695923|B/Jiangxi-Zhushan/1203/2021|2021-03-08	2021-03-08	Asia / China / Jiangxi	China	V1A.3/150K
EPI_ISL_2695924|B/Chongqing-Qianjiang/1233/2021|2021-03-06	EPI_ISL_2695924	EPI_ISL_2695924|B/Chongqing-Qianjiang/1233/2021|2021-03-06	2021-03-06	Asia / China / Chongqing	China	V1A.3/150K
EPI_ISL_2695925|B/Jiangxi-Linchuan/1204/2021|2021-03-06	EPI_ISL_2695925	EPI_ISL_2695925|B/Jiangxi-Linchuan/1204/2021|2021-03-06	2021-03-06	Asia / China / Jiangxi	China	V1A.3/150K
EPI_ISL_2695926|B/Jiangxi-Anyuan/1165/2021|2021-03-03	EPI_ISL_2695926	EPI_ISL_2695926|B/Jiangxi-Anyuan/1165/2021|2021-03-03	2021-03-03	Asia / China / Jiangxi	China	V1A.3/150K
EPI_ISL_2695927|B/Guangdong-Zhenjiang/1173/2021|2021-03-03	EPI_ISL_2695927	EPI_ISL_2695927|B/Guangdong-Zhenjiang/1173/2021|2021-03-03	2021-03-03	Asia / China / Guangdong	China	V1A.3/150K
